complaint_id,category,narrative,amount_lost,victim_city,modus_operandi_tags
RAG_CMP_0110,digital_arrest,"My nightmare began on the morning of May 10, 2024 in Hyderabad. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the Customs and forced me to immediately download an application to initiate a WhatsApp video call. I am 56 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior Customs director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 42 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 3,918,405 to an 'auditor verification ledger' via bank transfer to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",3918405,Hyderabad,"digital_arrest, impersonation, customs, whatsapp_video_call, coercion"
RAG_CMP_0182,digital_arrest,"On October 05, 2024, I was at my residence in Mumbai when I received an unexpected phone call at around 15:16. The caller identified themselves as a senior investigating officer from the CBI. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 37-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Skype call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 27 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure CBI investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 4,373,350 via IMPS/NEFT. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",4373350,Mumbai,"digital_arrest, impersonation, cbi, skype_call, coercion"
RAG_CMP_0089,digital_arrest,"I am filing this formal complaint regarding a highly sophisticated cyber fraud that occurred on August 12, 2024. I am a 29-year-old resident of Bangalore. I received an automated Interactive Voice Response (IVR) call claiming that a mobile number registered in my name was being used to send illegal threat messages and that my cellular services would be blocked in two hours. I pressed '9' to speak to an executive and was connected to a man claiming to represent CBI. He transferred my call to what he described as the 'cyber crime investigation branch'. I was then manipulated into logging on to a WhatsApp video call for formal questioning. The individuals on the screen were wearing uniforms and sitting behind heavy wooden desks with the CBI logo prominently displayed in the background. They informed me that multiple bank accounts had been opened using my PAN card to fund illicit activities across international borders. They convinced me that I was a prime suspect and placed me under a so-called 'digital arrest'. They claimed that my local physical movements were currently being tracked and any attempt to log off would result in immediate physical detention by a local raid team. Under incredible mental distress and duress spanning 20 hours, they convinced me that the only way to avoid formal imprisonment was to deposit a 'security clearance bond'. Desperate to defend my reputation and believing their threats were completely legitimate, I gathered funds by liquidating my fixed deposits and transferred Rs. 4,824,854 using IMPS/NEFT to the accounts they dictated. The scammers assured me the money was just held in an escrow account. I am left financially ruined and deeply traumatized by this impersonation scam.",4824854,Bangalore,"digital_arrest, impersonation, cbi, whatsapp_video_call, coercion"
RAG_CMP_0219,upi_phishing,"I received an SMS stating that my electricity bill for my Hyderabad residence was unpaid and power would be disconnected tonight. The message contained a payment link. I clicked it and was redirected to a payment gateway that looked legitimate. I entered my UPI details, and Rs. 306,840 was withdrawn automatically. The sender's number is now switched off.",306840,Hyderabad,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0196,digital_arrest,"On July 29, 2024, I was at my residence in Jaipur when I received an unexpected phone call at around 20:26. The caller identified themselves as a senior investigating officer from the CBI. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 30-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Skype call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 35 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure CBI investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 4,065,333 via crypto exchange transfer. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",4065333,Jaipur,"digital_arrest, impersonation, cbi, skype_call, coercion"
RAG_CMP_0307,qr_code_scam,"While visiting a local shop in Ahmedabad, I tried to pay using a QR code pasted on the wall. After scanning, I made a payment of Rs. 353,333. Later, the shopkeeper said he didn't receive it. It turns out someone had pasted a fake QR code sticker over the original one. I lost my money and had to pay the shopkeeper again.",353333,Ahmedabad,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0498,loan_app_fraud,"I am a 43-year-old from Bangalore. I took a small loan from a digital lending app. I repaid it on time, but they claimed the payment failed and added exorbitant late fees. They started calling my relatives and colleagues, accusing me of being a thief. Forced by the immense social humiliation and continuous threats, I ended up paying Rs. 67,548 to these blackmailers.",67548,Bangalore,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0313,qr_code_scam,"While visiting a local shop in Kolkata, I tried to pay using a QR code pasted on the wall. After scanning, I made a payment of Rs. 145,259. Later, the shopkeeper said he didn't receive it. It turns out someone had pasted a fake QR code sticker over the original one. I lost my money and had to pay the shopkeeper again.",145259,Kolkata,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0222,upi_phishing,"I received an SMS stating that my electricity bill for my Bangalore residence was unpaid and power would be disconnected tonight. The message contained a payment link. I clicked it and was redirected to a payment gateway that looked legitimate. I entered my UPI details, and Rs. 382,423 was withdrawn automatically. The sender's number is now switched off.",382423,Bangalore,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0087,digital_arrest,"I am filing this formal complaint regarding a highly sophisticated cyber fraud that occurred on April 29, 2024. I am a 39-year-old resident of Mumbai. I received an automated Interactive Voice Response (IVR) call claiming that a mobile number registered in my name was being used to send illegal threat messages and that my cellular services would be blocked in two hours. I pressed '9' to speak to an executive and was connected to a man claiming to represent TRAI. He transferred my call to what he described as the 'cyber crime investigation branch'. I was then manipulated into logging on to a Skype call for formal questioning. The individuals on the screen were wearing uniforms and sitting behind heavy wooden desks with the TRAI logo prominently displayed in the background. They informed me that multiple bank accounts had been opened using my PAN card to fund illicit activities across international borders. They convinced me that I was a prime suspect and placed me under a so-called 'digital arrest'. They claimed that my local physical movements were currently being tracked and any attempt to log off would result in immediate physical detention by a local raid team. Under incredible mental distress and duress spanning 45 hours, they convinced me that the only way to avoid formal imprisonment was to deposit a 'security clearance bond'. Desperate to defend my reputation and believing their threats were completely legitimate, I gathered funds by liquidating my fixed deposits and transferred Rs. 647,099 using crypto exchange transfer to the accounts they dictated. The scammers assured me the money was just held in an escrow account. I am left financially ruined and deeply traumatized by this impersonation scam.",647099,Mumbai,"digital_arrest, impersonation, trai, skype_call, coercion"
RAG_CMP_0311,qr_code_scam,"A person approached me saying he had urgent cash but needed an online transfer. He gave me Rs. 2000 in physical cash and asked me to scan his QR code to transfer the equivalent amount. I scanned and authorized Rs. 406,032, but soon realized the cash he handed me were counterfeit notes. I am a 58-year-old resident of Jaipur.",406032,Jaipur,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0342,fake_customer_care,"I was facing issues with my broadband connection in Kolkata. I googled the customer care number and called the first result. The person on the other end asked me to install a remote access app called AnyDesk to fix the router settings. Within minutes of granting access, they opened my banking app and transferred Rs. 442,736 out of my account. I am 28 years old.",442736,Kolkata,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0022,digital_arrest,"On April 07, 2024, I was at my residence in Lucknow when I received an unexpected phone call at around 09:06. The caller identified themselves as a senior investigating officer from the Police. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 33-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Zoom call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 28 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure Police investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 4,017,584 via bank transfer. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",4017584,Lucknow,"digital_arrest, impersonation, police, zoom_call, coercion"
RAG_CMP_0297,qr_code_scam,"While visiting a local shop in Kolkata, I tried to pay using a QR code pasted on the wall. After scanning, I made a payment of Rs. 468,315. Later, the shopkeeper said he didn't receive it. It turns out someone had pasted a fake QR code sticker over the original one. I lost my money and had to pay the shopkeeper again.",468315,Kolkata,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0170,digital_arrest,"On October 10, 2024, I was at my residence in Hyderabad when I received an unexpected phone call at around 09:45. The caller identified themselves as a senior investigating officer from the ED. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 63-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Skype call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 25 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure ED investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 4,081,486 via UPI. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",4081486,Hyderabad,"digital_arrest, impersonation, ed, skype_call, coercion"
RAG_CMP_0377,fake_customer_care,"I was facing issues with my broadband connection in Jaipur. I googled the customer care number and called the first result. The person on the other end asked me to install a remote access app called AnyDesk to fix the router settings. Within minutes of granting access, they opened my banking app and transferred Rs. 412,271 out of my account. I am 58 years old.",412271,Jaipur,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0066,digital_arrest,"On November 06, 2024, I was at my residence in Jaipur when I received an unexpected phone call at around 19:45. The caller identified themselves as a senior investigating officer from the RBI. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 38-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Skype call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 40 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure RBI investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 1,457,517 via IMPS/NEFT. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",1457517,Jaipur,"digital_arrest, impersonation, rbi, skype_call, coercion"
RAG_CMP_0228,upi_phishing,"I received an SMS stating that my electricity bill for my Bangalore residence was unpaid and power would be disconnected tonight. The message contained a payment link. I clicked it and was redirected to a payment gateway that looked legitimate. I entered my UPI details, and Rs. 316,864 was withdrawn automatically. The sender's number is now switched off.",316864,Bangalore,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0292,qr_code_scam,"A person approached me saying he had urgent cash but needed an online transfer. He gave me Rs. 2000 in physical cash and asked me to scan his QR code to transfer the equivalent amount. I scanned and authorized Rs. 12,413, but soon realized the cash he handed me were counterfeit notes. I am a 66-year-old resident of Pune.",12413,Pune,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0034,digital_arrest,"I am filing this formal complaint regarding a highly sophisticated cyber fraud that occurred on February 23, 2024. I am a 70-year-old resident of Lucknow. I received an automated Interactive Voice Response (IVR) call claiming that a mobile number registered in my name was being used to send illegal threat messages and that my cellular services would be blocked in two hours. I pressed '9' to speak to an executive and was connected to a man claiming to represent TRAI. He transferred my call to what he described as the 'cyber crime investigation branch'. I was then manipulated into logging on to a video call for formal questioning. The individuals on the screen were wearing uniforms and sitting behind heavy wooden desks with the TRAI logo prominently displayed in the background. They informed me that multiple bank accounts had been opened using my PAN card to fund illicit activities across international borders. They convinced me that I was a prime suspect and placed me under a so-called 'digital arrest'. They claimed that my local physical movements were currently being tracked and any attempt to log off would result in immediate physical detention by a local raid team. Under incredible mental distress and duress spanning 44 hours, they convinced me that the only way to avoid formal imprisonment was to deposit a 'security clearance bond'. Desperate to defend my reputation and believing their threats were completely legitimate, I gathered funds by liquidating my fixed deposits and transferred Rs. 2,561,370 using RTGS to the accounts they dictated. The scammers assured me the money was just held in an escrow account. I am left financially ruined and deeply traumatized by this impersonation scam.",2561370,Lucknow,"digital_arrest, impersonation, trai, video_call, coercion"
RAG_CMP_0012,digital_arrest,"On March 22, 2024, I was at my residence in Lucknow when I received an unexpected phone call at around 20:43. The caller identified themselves as a senior investigating officer from the CBI. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 56-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a video call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 42 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure CBI investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 1,332,125 via UPI. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",1332125,Lucknow,"digital_arrest, impersonation, cbi, video_call, coercion"
RAG_CMP_0443,loan_app_fraud,"I downloaded a quick loan app from the Play Store to cover a medical emergency in Jaipur. I applied for a 5,000 rupee loan but they only disbursed 3,000, claiming the rest was processing fees. A week later, they demanded Rs. 184,831 and threatened to send morphed obscene photos of me to all my contacts using the contact list permission I had originally granted. The harassment was unbearable.",184831,Jaipur,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0133,digital_arrest,"My nightmare began on the morning of August 20, 2024 in Jaipur. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the Police and forced me to immediately download an application to initiate a Skype call. I am 60 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior Police director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 20 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 4,500,633 to an 'auditor verification ledger' via crypto exchange transfer to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",4500633,Jaipur,"digital_arrest, impersonation, police, skype_call, coercion"
RAG_CMP_0452,loan_app_fraud,"I am a 44-year-old from Kolkata. I took a small loan from a digital lending app. I repaid it on time, but they claimed the payment failed and added exorbitant late fees. They started calling my relatives and colleagues, accusing me of being a thief. Forced by the immense social humiliation and continuous threats, I ended up paying Rs. 237,973 to these blackmailers.",237973,Kolkata,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0481,loan_app_fraud,"I am a 53-year-old from Hyderabad. I took a small loan from a digital lending app. I repaid it on time, but they claimed the payment failed and added exorbitant late fees. They started calling my relatives and colleagues, accusing me of being a thief. Forced by the immense social humiliation and continuous threats, I ended up paying Rs. 319,204 to these blackmailers.",319204,Hyderabad,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0436,investment_fraud,"I was added to a Telegram group promising 300% returns on crypto investments. The members shared fake screenshots of huge profits. I am 38 years old and seeking financial stability in Lucknow. I invested an initial sum, which showed a profit on their fake portal. Encouraged, I invested a total of Rs. 89,189. When I tried to withdraw, they blocked my account and vanished.",89189,Lucknow,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0102,digital_arrest,"My nightmare began on the morning of December 23, 2024 in Ahmedabad. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the TRAI and forced me to immediately download an application to initiate a Zoom call. I am 47 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior TRAI director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 14 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 2,749,264 to an 'auditor verification ledger' via crypto exchange transfer to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",2749264,Ahmedabad,"digital_arrest, impersonation, trai, zoom_call, coercion"
RAG_CMP_0432,investment_fraud,"I was added to a Telegram group promising 300% returns on crypto investments. The members shared fake screenshots of huge profits. I am 55 years old and seeking financial stability in Kolkata. I invested an initial sum, which showed a profit on their fake portal. Encouraged, I invested a total of Rs. 265,995. When I tried to withdraw, they blocked my account and vanished.",265995,Kolkata,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0114,digital_arrest,"My nightmare began on the morning of June 29, 2024 in Mumbai. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the Police and forced me to immediately download an application to initiate a Zoom call. I am 63 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior Police director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 40 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 1,980,372 to an 'auditor verification ledger' via IMPS/NEFT to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",1980372,Mumbai,"digital_arrest, impersonation, police, zoom_call, coercion"
RAG_CMP_0372,fake_customer_care,"My flight was cancelled and I was looking for an airline refund. I found a toll-free number online. The 'agent' told me to pay a small processing fee of Rs. 10 to receive the full refund. They sent a link, but the transaction actually debited Rs. 205,274 from my savings. I reported it to the local police in Bangalore.",205274,Bangalore,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0472,loan_app_fraud,"I downloaded a quick loan app from the Play Store to cover a medical emergency in Chennai. I applied for a 5,000 rupee loan but they only disbursed 3,000, claiming the rest was processing fees. A week later, they demanded Rs. 462,891 and threatened to send morphed obscene photos of me to all my contacts using the contact list permission I had originally granted. The harassment was unbearable.",462891,Chennai,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0063,digital_arrest,"I am filing this formal complaint regarding a highly sophisticated cyber fraud that occurred on May 22, 2024. I am a 45-year-old resident of Kolkata. I received an automated Interactive Voice Response (IVR) call claiming that a mobile number registered in my name was being used to send illegal threat messages and that my cellular services would be blocked in two hours. I pressed '9' to speak to an executive and was connected to a man claiming to represent ED. He transferred my call to what he described as the 'cyber crime investigation branch'. I was then manipulated into logging on to a Zoom call for formal questioning. The individuals on the screen were wearing uniforms and sitting behind heavy wooden desks with the ED logo prominently displayed in the background. They informed me that multiple bank accounts had been opened using my PAN card to fund illicit activities across international borders. They convinced me that I was a prime suspect and placed me under a so-called 'digital arrest'. They claimed that my local physical movements were currently being tracked and any attempt to log off would result in immediate physical detention by a local raid team. Under incredible mental distress and duress spanning 26 hours, they convinced me that the only way to avoid formal imprisonment was to deposit a 'security clearance bond'. Desperate to defend my reputation and believing their threats were completely legitimate, I gathered funds by liquidating my fixed deposits and transferred Rs. 2,881,159 using IMPS/NEFT to the accounts they dictated. The scammers assured me the money was just held in an escrow account. I am left financially ruined and deeply traumatized by this impersonation scam.",2881159,Kolkata,"digital_arrest, impersonation, ed, zoom_call, coercion"
RAG_CMP_0072,digital_arrest,"On December 08, 2024, I was at my residence in Delhi when I received an unexpected phone call at around 14:21. The caller identified themselves as a senior investigating officer from the RBI. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 42-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a WhatsApp video call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 41 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure RBI investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 4,830,245 via crypto exchange transfer. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",4830245,Delhi,"digital_arrest, impersonation, rbi, whatsapp_video_call, coercion"
RAG_CMP_0485,loan_app_fraud,"I am a 28-year-old from Chennai. I took a small loan from a digital lending app. I repaid it on time, but they claimed the payment failed and added exorbitant late fees. They started calling my relatives and colleagues, accusing me of being a thief. Forced by the immense social humiliation and continuous threats, I ended up paying Rs. 203,814 to these blackmailers.",203814,Chennai,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0237,upi_phishing,"I received an SMS stating that my electricity bill for my Mumbai residence was unpaid and power would be disconnected tonight. The message contained a payment link. I clicked it and was redirected to a payment gateway that looked legitimate. I entered my UPI details, and Rs. 249,821 was withdrawn automatically. The sender's number is now switched off.",249821,Mumbai,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0367,fake_customer_care,"My flight was cancelled and I was looking for an airline refund. I found a toll-free number online. The 'agent' told me to pay a small processing fee of Rs. 10 to receive the full refund. They sent a link, but the transaction actually debited Rs. 333,463 from my savings. I reported it to the local police in Chennai.",333463,Chennai,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0315,qr_code_scam,"A person approached me saying he had urgent cash but needed an online transfer. He gave me Rs. 2000 in physical cash and asked me to scan his QR code to transfer the equivalent amount. I scanned and authorized Rs. 275,969, but soon realized the cash he handed me were counterfeit notes. I am a 70-year-old resident of Kolkata.",275969,Kolkata,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0282,qr_code_scam,"A person approached me saying he had urgent cash but needed an online transfer. He gave me Rs. 2000 in physical cash and asked me to scan his QR code to transfer the equivalent amount. I scanned and authorized Rs. 393,028, but soon realized the cash he handed me were counterfeit notes. I am a 49-year-old resident of Bangalore.",393028,Bangalore,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0285,qr_code_scam,"While visiting a local shop in Lucknow, I tried to pay using a QR code pasted on the wall. After scanning, I made a payment of Rs. 277,914. Later, the shopkeeper said he didn't receive it. It turns out someone had pasted a fake QR code sticker over the original one. I lost my money and had to pay the shopkeeper again.",277914,Lucknow,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0329,fake_customer_care,"My flight was cancelled and I was looking for an airline refund. I found a toll-free number online. The 'agent' told me to pay a small processing fee of Rs. 10 to receive the full refund. They sent a link, but the transaction actually debited Rs. 189,557 from my savings. I reported it to the local police in Pune.",189557,Pune,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0208,upi_phishing,"On September 04, 2024, I was trying to sell some old furniture online. A buyer contacted me and agreed to the price. However, instead of sending money, they sent a QR code and a link via WhatsApp. I clicked the link, and it asked for my UPI PIN. Thinking it was required to receive the payment, I entered my PIN. Instantly, Rs. 218,905 was deducted from my account. I live in Bangalore and I'm 48 years old.",218905,Bangalore,"upi_phishing, financial_loss, cybercrime"
