account_id,creation_date,account_type,bank_name,is_dormant,days_since_last_activity,is_mule
ACC002971,2022-08-30,personal,IndusInd Bank,False,27,False
ACC006193,2022-09-28,personal,Kotak Mahindra Bank,False,7,False
ACC008768,2020-03-10,personal,Bank of Baroda,False,16,False
ACC004207,2020-11-09,personal,Union Bank of India,False,2,False
ACC003218,2023-11-13,personal,Canara Bank,False,13,False
ACC001391,2021-10-25,personal,Punjab National Bank,False,2,False
ACC003975,2023-02-05,personal,IndusInd Bank,False,24,False
ACC004316,2023-08-19,personal,ICICI Bank,False,28,False
ACC007959,2020-03-12,personal,Bank of Baroda,False,27,False
ACC007344,2020-12-25,personal,HDFC Bank,False,5,False
ACC007448,2022-11-24,personal,ICICI Bank,False,23,False
ACC000083,2023-10-07,personal,Punjab National Bank,False,22,False
ACC000873,2021-08-18,personal,Yes Bank,False,18,False
ACC009605,2020-05-31,personal,Union Bank of India,False,13,False
ACC007635,2021-08-15,personal,ICICI Bank,False,14,False
ACC004557,2024-06-30,personal,Federal Bank,False,9,False
ACC004500,2021-10-09,personal,ICICI Bank,False,7,False
ACC004647,2020-12-31,business,ICICI Bank,False,12,False
ACC002038,2024-03-26,business,IndusInd Bank,False,8,False
ACC009694,2020-09-12,personal,Axis Bank,False,21,False
ACC006909,2024-03-03,personal,Bank of Baroda,False,26,False
ACC002450,2024-05-15,business,Bank of Baroda,False,21,False
ACC003954,2019-12-05,personal,Axis Bank,False,20,False
ACC002329,2023-11-17,personal,ICICI Bank,False,26,False
ACC009124,2021-01-18,personal,Federal Bank,False,13,False
ACC007044,2019-11-01,personal,Bank of India,False,26,False
ACC005042,2021-03-02,personal,Kotak Mahindra Bank,False,29,False
ACC009364,2023-09-08,personal,State Bank of India,False,21,False
ACC004746,2019-08-03,business,Bank of Baroda,False,21,False
ACC009367,2024-01-21,personal,IDBI Bank,False,17,False
ACC009402,2020-09-21,personal,Federal Bank,False,15,False
ACC006491,2022-01-29,personal,Federal Bank,False,12,False
ACC006637,2019-07-17,business,IDBI Bank,False,5,False
ACC007225,2020-11-22,personal,Kotak Mahindra Bank,False,30,False
ACC002401,2020-05-24,personal,HDFC Bank,False,16,False
ACC005520,2024-03-13,personal,Yes Bank,False,25,False
ACC001216,2020-04-14,personal,IDBI Bank,False,7,False
ACC008695,2022-05-13,personal,HDFC Bank,True,154,False
ACC006020,2019-07-23,personal,State Bank of India,False,23,False
ACC006865,2024-03-18,personal,Federal Bank,False,17,False
ACC001064,2023-06-17,personal,IndusInd Bank,False,30,False
ACC003786,2021-09-23,personal,HDFC Bank,False,7,False
ACC004410,2020-04-19,business,Kotak Mahindra Bank,False,15,False
ACC006859,2021-05-18,personal,Canara Bank,False,13,False
ACC006760,2021-02-21,personal,IDBI Bank,False,5,False
ACC005523,2020-05-03,personal,Axis Bank,False,14,False
ACC005996,2021-11-25,personal,Canara Bank,False,2,False
ACC008833,2022-10-29,personal,Yes Bank,False,10,False
ACC005888,2020-04-05,personal,IndusInd Bank,False,21,False
ACC002161,2024-07-02,personal,ICICI Bank,False,16,False
ACC003008,2023-09-19,personal,Bank of India,False,7,False
ACC001105,2021-01-19,business,Axis Bank,False,19,False
ACC006654,2021-03-27,business,Kotak Mahindra Bank,False,11,False
ACC000692,2022-02-28,business,IDBI Bank,False,30,False
ACC009957,2024-12-18,personal,ICICI Bank,False,2,True
ACC004956,2023-06-29,personal,Union Bank of India,False,16,False
ACC006597,2021-03-17,personal,Yes Bank,False,27,False
ACC008480,2023-03-01,personal,IDBI Bank,False,0,False
ACC004369,2022-09-14,personal,IndusInd Bank,True,309,False
ACC002765,2021-02-20,personal,Axis Bank,False,1,False
ACC003929,2023-01-08,personal,ICICI Bank,False,1,False
ACC007134,2020-02-10,personal,IDBI Bank,False,2,False
ACC008735,2023-12-01,personal,Union Bank of India,False,10,False
ACC007530,2020-06-27,personal,Axis Bank,False,8,False
ACC007528,2021-10-07,personal,Axis Bank,False,1,False
ACC000628,2022-02-11,personal,Punjab National Bank,False,16,False
ACC002451,2020-07-25,personal,Kotak Mahindra Bank,True,101,False
ACC006239,2021-01-31,personal,Axis Bank,False,25,False
ACC007012,2023-12-06,personal,ICICI Bank,False,11,False
ACC003824,2023-07-07,personal,Axis Bank,False,18,False
ACC008977,2024-01-04,personal,ICICI Bank,False,15,False
ACC002652,2023-12-27,personal,Bank of Baroda,False,1,False
ACC009107,2022-11-17,personal,Canara Bank,True,287,False
ACC003743,2023-10-14,personal,Federal Bank,False,2,False
ACC002176,2019-10-05,personal,Bank of Baroda,False,11,False
ACC009906,2024-12-21,personal,ICICI Bank,False,1,True
ACC009263,2022-12-05,business,ICICI Bank,False,27,False
ACC003318,2020-02-13,personal,Federal Bank,False,23,False
ACC006343,2019-09-26,business,Yes Bank,False,2,False
ACC002787,2022-03-11,personal,ICICI Bank,False,11,False
ACC004105,2023-09-30,business,Bank of Baroda,False,30,False
ACC006355,2021-05-05,personal,State Bank of India,False,20,False
ACC001676,2019-11-26,personal,IndusInd Bank,False,2,False
ACC003947,2019-12-08,business,HDFC Bank,False,11,False
ACC004444,2020-01-24,personal,Axis Bank,False,16,False
ACC002936,2020-09-08,personal,Federal Bank,False,7,False
ACC009005,2023-06-19,personal,IndusInd Bank,False,28,False
ACC007766,2023-11-27,personal,Union Bank of India,False,17,False
ACC005722,2021-01-27,personal,IndusInd Bank,False,13,False
ACC007441,2021-09-12,business,Canara Bank,False,6,False
ACC002503,2019-11-02,business,Bank of Baroda,False,10,False
ACC008482,2019-07-22,personal,ICICI Bank,False,17,False
ACC002369,2021-12-04,personal,IDBI Bank,False,5,False
ACC004967,2024-03-09,personal,Punjab National Bank,False,11,False
ACC005883,2022-09-25,business,ICICI Bank,False,22,False
ACC002217,2019-08-05,business,HDFC Bank,False,13,False
ACC005847,2021-10-16,personal,Union Bank of India,False,25,False
ACC002218,2021-02-27,personal,Punjab National Bank,False,21,False
ACC003326,2021-06-05,personal,Punjab National Bank,True,159,False
ACC006733,2022-11-30,personal,Axis Bank,True,61,False
ACC003583,2023-05-19,personal,Punjab National Bank,False,24,False
ACC009824,2024-12-26,personal,Union Bank of India,False,0,True
ACC003619,2021-04-30,business,IDBI Bank,False,20,False
ACC007707,2022-06-27,personal,Yes Bank,False,26,False
ACC006432,2022-11-17,personal,Union Bank of India,False,30,False
ACC003115,2020-09-21,personal,Kotak Mahindra Bank,False,27,False
ACC000085,2023-08-01,personal,State Bank of India,False,20,False
ACC005973,2023-04-06,business,Axis Bank,False,29,False
ACC002801,2020-09-10,personal,Union Bank of India,False,6,False
ACC003671,2022-02-12,personal,Union Bank of India,False,16,False
ACC003667,2024-05-19,personal,Federal Bank,False,8,False
ACC009794,2024-12-23,personal,IDBI Bank,False,2,True
ACC005158,2020-11-29,personal,Kotak Mahindra Bank,False,11,False
ACC005725,2021-07-19,personal,Union Bank of India,False,9,False
ACC004590,2020-05-07,personal,Yes Bank,False,4,False
ACC002019,2020-09-12,personal,Bank of Baroda,False,16,False
ACC007831,2020-06-19,business,Bank of Baroda,False,18,False
ACC002525,2024-05-27,personal,Federal Bank,False,26,False
ACC008286,2021-03-15,personal,Canara Bank,False,20,False
ACC009206,2021-02-06,personal,Canara Bank,False,18,False
ACC003212,2023-04-01,personal,Canara Bank,False,22,False
ACC000519,2019-09-27,personal,IndusInd Bank,True,80,False
ACC005366,2023-06-13,business,HDFC Bank,False,3,False
ACC006762,2024-02-25,personal,IndusInd Bank,False,29,False
ACC002895,2023-09-20,personal,ICICI Bank,False,4,False
ACC000244,2023-04-02,personal,Union Bank of India,True,275,False
ACC005930,2022-05-01,business,ICICI Bank,True,144,False
ACC004714,2022-05-18,personal,Federal Bank,False,30,False
ACC009567,2020-11-26,personal,State Bank of India,False,17,False
ACC003425,2020-01-31,personal,Bank of Baroda,False,18,False
ACC006931,2023-10-09,personal,Bank of Baroda,False,30,False
ACC006720,2022-09-10,personal,Yes Bank,False,24,False
ACC007410,2022-11-10,personal,State Bank of India,False,29,False
ACC006177,2024-03-08,personal,Bank of Baroda,False,14,False
ACC007250,2020-01-24,personal,IDBI Bank,False,0,False
ACC005509,2024-06-06,personal,Union Bank of India,False,11,False
ACC002001,2019-08-21,personal,Federal Bank,False,13,False
ACC000885,2023-03-05,business,State Bank of India,False,4,False
ACC000869,2022-02-22,personal,Axis Bank,False,15,False
ACC009688,2023-06-23,personal,Punjab National Bank,False,14,False
ACC005720,2022-01-20,business,Punjab National Bank,False,23,False
ACC000356,2023-11-15,personal,Yes Bank,True,277,False
ACC009907,2024-12-07,personal,Kotak Mahindra Bank,False,5,True
ACC005451,2024-03-31,personal,Kotak Mahindra Bank,False,29,False
ACC008193,2022-08-10,personal,Axis Bank,False,30,False
ACC006438,2023-02-20,personal,HDFC Bank,False,19,False
ACC007704,2020-11-13,personal,IDBI Bank,False,1,False
ACC001275,2024-06-10,personal,ICICI Bank,False,11,False
ACC001890,2019-09-24,personal,HDFC Bank,False,20,False
ACC008686,2022-09-25,personal,Bank of Baroda,False,0,False
ACC006568,2021-01-12,personal,HDFC Bank,False,8,False
ACC009623,2023-07-15,personal,Canara Bank,False,16,False
ACC003563,2021-05-12,personal,Canara Bank,False,6,False
ACC005787,2020-12-29,personal,Bank of Baroda,False,29,False
ACC004958,2023-03-16,personal,State Bank of India,False,22,False
ACC001546,2021-06-23,personal,Union Bank of India,False,28,False
ACC002380,2024-03-27,personal,Federal Bank,False,27,False
ACC003823,2022-02-16,personal,Yes Bank,False,8,False
ACC003232,2022-04-12,personal,Union Bank of India,False,8,False
ACC008399,2021-08-04,personal,Yes Bank,False,14,False
ACC003306,2021-06-08,personal,Kotak Mahindra Bank,True,303,False
ACC000492,2020-09-15,personal,Canara Bank,False,5,False
ACC003499,2024-04-26,business,ICICI Bank,False,17,False
ACC006664,2021-07-24,business,Kotak Mahindra Bank,True,295,False
ACC001116,2020-02-03,business,State Bank of India,False,0,False
ACC005637,2023-01-24,personal,Bank of India,False,10,False
ACC008774,2021-03-31,personal,Yes Bank,False,24,False
ACC006146,2022-01-06,personal,ICICI Bank,False,7,False
ACC009867,2024-12-13,personal,ICICI Bank,False,0,True
ACC008775,2024-03-12,business,IndusInd Bank,False,21,False
ACC006707,2024-03-24,personal,ICICI Bank,True,192,False
ACC009948,2024-12-17,personal,IDBI Bank,False,3,True
ACC007965,2022-10-24,business,Union Bank of India,False,24,False
ACC003645,2020-12-20,personal,Bank of India,False,27,False
ACC002500,2019-12-12,personal,Union Bank of India,False,21,False
ACC005677,2021-11-09,personal,Federal Bank,False,3,False
ACC005241,2024-02-21,personal,IndusInd Bank,False,14,False
ACC006518,2022-03-12,personal,Canara Bank,False,25,False
ACC002783,2020-01-03,personal,HDFC Bank,False,7,False
ACC006158,2022-01-14,personal,Bank of India,False,11,False
ACC003809,2020-04-01,business,Bank of Baroda,False,14,False
ACC009428,2021-02-13,business,IDBI Bank,True,273,False
ACC009524,2024-04-17,business,IDBI Bank,False,24,False
ACC008599,2023-11-19,business,Axis Bank,False,20,False
ACC001696,2022-07-27,personal,Union Bank of India,False,23,False
ACC005685,2022-02-27,personal,ICICI Bank,False,24,False
ACC008367,2022-04-28,personal,HDFC Bank,True,217,False
ACC005939,2021-01-18,personal,ICICI Bank,False,28,False
ACC002052,2021-05-02,personal,State Bank of India,False,15,False
ACC001776,2020-04-22,personal,IDBI Bank,False,7,False
ACC006560,2024-03-21,personal,IndusInd Bank,False,14,False
ACC003313,2021-11-29,personal,State Bank of India,False,16,False
ACC004781,2019-09-22,personal,Bank of Baroda,False,17,False
ACC008538,2022-06-07,business,Canara Bank,False,8,False
ACC006781,2024-03-19,personal,Kotak Mahindra Bank,False,15,False
ACC001592,2020-05-15,personal,HDFC Bank,False,6,False
ACC001723,2020-11-01,personal,Punjab National Bank,False,1,False
ACC000215,2021-10-02,business,Kotak Mahindra Bank,False,13,False
ACC006326,2023-02-23,personal,Bank of Baroda,False,17,False
ACC008256,2021-10-28,business,HDFC Bank,False,23,False
ACC000490,2020-12-09,personal,Yes Bank,False,11,False
ACC009133,2020-01-21,personal,HDFC Bank,False,23,False
ACC003483,2023-09-30,personal,IndusInd Bank,False,6,False
ACC005102,2024-03-04,personal,HDFC Bank,False,13,False
ACC005187,2022-11-04,personal,State Bank of India,False,3,False
ACC003431,2021-09-18,personal,ICICI Bank,False,24,False
ACC009198,2019-08-21,personal,Bank of India,False,16,False
ACC007710,2021-06-26,personal,Punjab National Bank,False,5,False
ACC005513,2022-11-30,personal,ICICI Bank,False,8,False
ACC000025,2023-10-10,business,Yes Bank,False,14,False
ACC003512,2022-04-11,personal,Kotak Mahindra Bank,False,5,False
ACC002409,2020-08-28,personal,Canara Bank,False,9,False
ACC003270,2021-11-21,personal,Punjab National Bank,False,7,False
ACC005209,2023-04-20,business,Federal Bank,False,7,False
ACC008711,2021-09-17,personal,IDBI Bank,False,22,False
ACC001552,2021-08-11,personal,IDBI Bank,False,9,False
ACC009197,2022-03-20,personal,HDFC Bank,False,19,False
ACC008621,2020-03-01,personal,IDBI Bank,False,10,False
ACC003871,2021-05-30,personal,Union Bank of India,False,6,False
ACC003402,2021-01-14,personal,Kotak Mahindra Bank,False,28,False
ACC004529,2020-05-19,personal,HDFC Bank,False,21,False
ACC000979,2020-10-25,personal,ICICI Bank,False,17,False
ACC002655,2019-07-23,personal,IDBI Bank,False,28,False
ACC001847,2021-02-02,personal,Union Bank of India,False,17,False
ACC007964,2020-10-02,personal,State Bank of India,False,15,False
ACC008240,2022-09-11,business,HDFC Bank,False,6,False
ACC007145,2023-02-21,personal,Yes Bank,True,346,False
ACC007299,2022-09-25,personal,HDFC Bank,False,13,False
ACC005721,2022-04-26,personal,Axis Bank,False,24,False
ACC000515,2019-08-22,personal,Union Bank of India,False,10,False
ACC008745,2022-01-24,business,ICICI Bank,False,12,False
ACC008297,2022-05-28,business,HDFC Bank,False,28,False
ACC001102,2021-09-06,personal,Union Bank of India,False,7,False
ACC003276,2023-04-30,personal,ICICI Bank,False,23,False
ACC007217,2024-05-08,personal,Bank of Baroda,False,30,False
ACC007389,2022-08-28,personal,IDBI Bank,False,12,False
ACC009077,2019-12-06,personal,Bank of India,False,6,False
ACC008337,2021-04-09,business,HDFC Bank,False,23,False
ACC003996,2022-01-15,personal,Union Bank of India,False,27,False
ACC000194,2023-08-02,personal,Yes Bank,False,22,False
ACC004711,2019-10-02,personal,Axis Bank,False,8,False
ACC000643,2021-09-25,business,ICICI Bank,False,10,False
ACC009089,2019-11-29,personal,Axis Bank,False,19,False
ACC003285,2022-03-07,personal,Federal Bank,False,1,False
ACC003116,2021-12-14,personal,IndusInd Bank,False,26,False
ACC006476,2021-03-28,personal,Union Bank of India,False,14,False
ACC003575,2024-03-14,personal,ICICI Bank,False,20,False
ACC009023,2020-10-07,business,IndusInd Bank,False,3,False
ACC004320,2021-06-21,personal,State Bank of India,False,22,False
ACC009992,2024-12-05,personal,HDFC Bank,False,4,True
ACC002207,2024-06-02,personal,ICICI Bank,False,28,False
ACC004552,2024-05-23,personal,Yes Bank,True,176,False
ACC007316,2022-11-21,personal,Yes Bank,False,3,False
ACC003718,2020-06-16,personal,Federal Bank,False,27,False
ACC000972,2023-12-16,personal,Kotak Mahindra Bank,False,15,False
ACC004579,2024-06-14,business,Canara Bank,True,161,False
ACC000719,2019-10-14,personal,Kotak Mahindra Bank,False,10,False
ACC009017,2023-10-17,personal,Bank of India,False,7,False
ACC006155,2019-09-06,personal,Bank of Baroda,False,22,False
ACC009430,2019-11-24,personal,State Bank of India,False,28,False
ACC003896,2022-02-14,personal,ICICI Bank,False,14,False
ACC002803,2021-10-18,personal,Federal Bank,False,0,False
ACC002566,2020-04-22,personal,Bank of Baroda,False,14,False
ACC004025,2022-09-19,personal,Bank of India,False,14,False
ACC006198,2021-05-10,business,Axis Bank,False,2,False
ACC000032,2021-11-27,personal,State Bank of India,False,9,False
ACC008307,2022-06-01,personal,Kotak Mahindra Bank,False,23,False
ACC008831,2020-12-29,personal,IndusInd Bank,False,2,False
ACC009818,2024-12-30,personal,State Bank of India,False,0,True
ACC004063,2021-11-22,personal,Bank of India,False,0,False
ACC008948,2020-01-08,personal,Bank of Baroda,False,26,False
ACC005540,2024-04-23,personal,IndusInd Bank,False,12,False
ACC001697,2019-09-09,personal,Kotak Mahindra Bank,False,17,False
ACC002792,2019-07-18,personal,IDBI Bank,False,5,False
ACC002222,2020-10-27,personal,HDFC Bank,False,25,False
ACC005818,2022-11-01,personal,IndusInd Bank,False,1,False
ACC009662,2020-03-11,personal,Kotak Mahindra Bank,False,6,False
ACC003764,2021-07-04,personal,Yes Bank,False,2,False
ACC003866,2020-04-25,personal,Federal Bank,False,10,False
ACC006421,2020-04-30,personal,Bank of India,False,11,False
ACC009399,2021-06-21,personal,Bank of Baroda,False,8,False
ACC008938,2020-11-30,personal,Axis Bank,False,26,False
ACC006671,2022-01-12,personal,Canara Bank,False,28,False
ACC007978,2022-02-23,personal,Yes Bank,False,12,False
ACC003758,2023-02-23,personal,Federal Bank,False,12,False
ACC009774,2022-09-07,personal,Canara Bank,True,107,True
ACC003227,2023-04-17,personal,IDBI Bank,False,21,False
ACC007802,2024-01-18,personal,Bank of India,False,7,False
ACC003923,2022-07-10,personal,Axis Bank,False,20,False
ACC003904,2020-12-30,personal,Punjab National Bank,False,3,False
ACC002277,2023-01-07,personal,Federal Bank,False,30,False
ACC006810,2022-07-22,personal,State Bank of India,False,10,False
ACC001401,2019-12-01,personal,Federal Bank,False,16,False
ACC000739,2022-01-17,personal,Federal Bank,False,16,False
ACC004266,2020-01-24,personal,Kotak Mahindra Bank,False,11,False
ACC009861,2024-12-14,personal,Punjab National Bank,False,3,True
ACC007352,2021-08-02,personal,Bank of Baroda,True,315,False
ACC007518,2023-03-23,personal,IndusInd Bank,False,28,False
ACC003851,2021-12-30,business,HDFC Bank,False,4,False
ACC008631,2023-11-30,personal,Axis Bank,False,15,False
ACC002661,2023-11-16,personal,Axis Bank,False,14,False
ACC006504,2022-11-20,personal,ICICI Bank,False,1,False
ACC009799,2022-01-18,personal,State Bank of India,True,99,True
ACC000674,2019-12-07,business,Bank of India,True,313,False
ACC007105,2019-12-30,personal,Bank of Baroda,False,29,False
ACC006360,2023-04-17,personal,State Bank of India,False,10,False
ACC003841,2021-05-24,business,Union Bank of India,False,25,False
ACC001815,2021-04-25,personal,Union Bank of India,False,11,False
ACC009489,2023-06-07,personal,IndusInd Bank,False,14,False
ACC009838,2024-12-01,personal,Punjab National Bank,False,4,True
ACC009201,2022-12-12,personal,Federal Bank,True,186,False
ACC004653,2021-06-16,personal,Union Bank of India,False,0,False
ACC008692,2021-04-09,personal,Union Bank of India,False,5,False
ACC002100,2022-07-26,personal,Axis Bank,False,29,False
ACC007711,2020-11-25,personal,Union Bank of India,False,13,False
ACC001673,2023-04-20,personal,Bank of India,False,11,False
ACC002101,2021-01-21,personal,IDBI Bank,False,30,False
ACC004213,2021-05-04,personal,IDBI Bank,False,5,False
ACC006958,2020-06-06,personal,ICICI Bank,False,25,False
ACC001548,2023-09-19,business,State Bank of India,False,10,False
ACC009550,2020-07-17,personal,State Bank of India,False,0,False
ACC003323,2019-12-31,personal,Union Bank of India,False,11,False
ACC009583,2023-12-15,business,IDBI Bank,False,3,False
ACC000355,2020-03-16,personal,Yes Bank,False,13,False
ACC005184,2022-12-03,personal,HDFC Bank,False,0,False
ACC001461,2022-01-04,personal,Union Bank of India,False,30,False
ACC007624,2020-12-31,personal,HDFC Bank,False,1,False
ACC009385,2019-07-30,personal,HDFC Bank,False,21,False
ACC003220,2024-04-19,personal,Canara Bank,False,17,False
ACC000939,2023-08-13,personal,IndusInd Bank,False,13,False
ACC005147,2021-10-17,personal,Canara Bank,False,18,False
ACC005923,2022-11-08,personal,Yes Bank,False,25,False
ACC007883,2020-05-10,business,Union Bank of India,False,21,False
ACC001751,2022-01-10,personal,Yes Bank,False,17,False
ACC009468,2023-02-26,personal,Punjab National Bank,False,14,False
ACC007597,2022-11-26,personal,IDBI Bank,False,26,False
ACC001772,2021-10-21,personal,Axis Bank,False,14,False
ACC001196,2023-04-22,personal,State Bank of India,True,142,False
ACC001878,2021-12-21,personal,Punjab National Bank,False,17,False
ACC002668,2022-07-15,personal,State Bank of India,False,18,False
ACC003171,2021-12-24,personal,Punjab National Bank,False,2,False
ACC002016,2020-10-02,personal,IndusInd Bank,True,228,False
ACC002005,2021-01-27,personal,Bank of Baroda,False,21,False
ACC008272,2023-04-06,personal,HDFC Bank,False,16,False
ACC003893,2022-03-06,business,Kotak Mahindra Bank,False,10,False
ACC009991,2024-12-17,personal,Kotak Mahindra Bank,False,5,True
ACC003237,2023-09-20,business,ICICI Bank,False,12,False
ACC004424,2024-05-05,personal,Punjab National Bank,False,15,False
ACC004744,2023-03-15,personal,Canara Bank,False,8,False
ACC002078,2023-06-06,personal,IDBI Bank,False,4,False
ACC005219,2019-11-19,personal,Kotak Mahindra Bank,False,24,False
ACC000396,2023-06-19,business,Kotak Mahindra Bank,False,25,False
ACC002788,2023-07-28,personal,HDFC Bank,False,23,False
ACC008877,2024-03-23,personal,Canara Bank,False,16,False
ACC008638,2021-11-14,business,Yes Bank,False,2,False
ACC004072,2021-05-28,personal,ICICI Bank,False,7,False
ACC005574,2020-09-20,business,Punjab National Bank,False,25,False
ACC008369,2022-01-14,personal,HDFC Bank,False,1,False
ACC009507,2021-10-11,business,Bank of India,False,11,False
ACC005355,2020-03-26,personal,Federal Bank,False,16,False
ACC007233,2019-07-18,personal,Bank of India,False,29,False
ACC009483,2021-01-24,personal,ICICI Bank,False,11,False
ACC006820,2020-04-17,business,Bank of Baroda,False,27,False
ACC001519,2024-01-27,personal,State Bank of India,False,30,False
ACC008196,2021-06-09,personal,Federal Bank,False,1,False
ACC001378,2024-06-27,personal,HDFC Bank,False,0,False
ACC005672,2021-05-22,personal,Federal Bank,False,13,False
ACC001023,2022-01-09,personal,Union Bank of India,False,27,False
ACC002587,2019-08-29,personal,State Bank of India,False,9,False
ACC007042,2022-02-27,personal,Union Bank of India,False,17,False
ACC005621,2021-10-04,personal,Kotak Mahindra Bank,False,20,False
ACC007637,2019-11-02,personal,Bank of Baroda,False,9,False
ACC005008,2021-11-26,personal,Union Bank of India,False,19,False
ACC002857,2023-11-02,personal,IndusInd Bank,False,11,False
ACC008254,2023-05-05,personal,Axis Bank,False,8,False
ACC005771,2021-04-15,personal,ICICI Bank,False,20,False
ACC005842,2022-07-15,personal,Yes Bank,False,5,False
ACC008027,2023-12-04,personal,IDBI Bank,False,13,False
ACC005832,2021-11-14,personal,State Bank of India,False,16,False
ACC001629,2022-02-12,business,Canara Bank,False,27,False
ACC004888,2023-11-03,personal,Canara Bank,True,218,False
ACC004526,2021-06-21,business,IndusInd Bank,False,2,False
ACC003523,2020-05-18,personal,Federal Bank,False,29,False
ACC005904,2020-04-07,personal,Punjab National Bank,False,20,False
ACC007781,2024-01-05,personal,Bank of India,False,21,False
ACC003607,2020-12-21,personal,Canara Bank,False,30,False
ACC009418,2020-03-21,personal,State Bank of India,False,8,False
ACC005220,2024-04-26,personal,Federal Bank,False,17,False
ACC000234,2021-03-30,personal,Bank of Baroda,False,24,False
ACC007755,2023-05-11,business,Kotak Mahindra Bank,False,30,False
ACC003796,2024-01-28,personal,ICICI Bank,False,9,False
ACC004118,2024-02-18,personal,State Bank of India,False,27,False
ACC006318,2023-08-14,personal,Federal Bank,False,8,False
ACC005001,2020-10-04,personal,IDBI Bank,False,22,False
ACC003800,2022-09-06,personal,Bank of Baroda,False,16,False
ACC007809,2020-08-01,personal,IDBI Bank,False,25,False
ACC003899,2023-09-10,personal,ICICI Bank,False,21,False
ACC005024,2024-06-16,personal,State Bank of India,True,93,False
ACC001948,2022-05-05,personal,HDFC Bank,False,7,False
ACC006361,2020-10-24,personal,Punjab National Bank,False,29,False
ACC000470,2019-08-02,business,IndusInd Bank,False,14,False
ACC009944,2024-12-07,personal,Bank of India,False,4,True
ACC003492,2022-06-08,personal,Kotak Mahindra Bank,False,11,False
ACC006091,2023-10-20,personal,State Bank of India,False,23,False
ACC002671,2021-03-11,personal,ICICI Bank,False,8,False
ACC009800,2024-12-15,personal,IndusInd Bank,False,5,True
ACC002224,2022-03-26,business,Kotak Mahindra Bank,False,14,False
ACC001106,2022-05-15,personal,Federal Bank,False,29,False
ACC002188,2020-08-08,personal,State Bank of India,False,30,False
ACC000818,2022-04-06,personal,HDFC Bank,False,27,False
ACC005571,2022-08-17,personal,State Bank of India,False,21,False
ACC004523,2021-04-04,personal,Kotak Mahindra Bank,False,11,False
ACC005793,2022-07-13,personal,Bank of India,False,21,False
ACC009381,2023-03-07,personal,IDBI Bank,True,143,False
ACC008780,2021-01-21,personal,State Bank of India,False,9,False
ACC007459,2020-01-14,personal,Federal Bank,False,20,False
ACC002624,2020-10-27,personal,ICICI Bank,False,4,False
ACC007094,2023-12-18,personal,Bank of India,False,4,False
ACC009392,2021-08-16,personal,IDBI Bank,True,333,False
ACC009916,2024-12-02,personal,Bank of Baroda,False,3,True
ACC009119,2023-10-30,personal,HDFC Bank,True,152,False
ACC000888,2021-04-29,personal,IndusInd Bank,False,19,False
ACC002437,2022-05-21,personal,Punjab National Bank,False,30,False
ACC006056,2020-07-01,personal,Bank of Baroda,False,27,False
ACC007064,2024-06-13,personal,Bank of India,False,25,False
ACC000817,2022-07-30,personal,Union Bank of India,False,5,False
ACC008934,2022-12-09,personal,State Bank of India,False,21,False
ACC003414,2023-11-06,personal,Bank of India,False,10,False
ACC006352,2022-10-06,personal,IDBI Bank,False,12,False
ACC002341,2022-07-16,personal,Union Bank of India,False,22,False
ACC009029,2019-09-27,business,IndusInd Bank,False,23,False
ACC003167,2024-04-21,business,Canara Bank,False,23,False
ACC001809,2019-11-26,personal,Kotak Mahindra Bank,False,7,False
ACC008035,2020-08-29,personal,HDFC Bank,False,28,False
ACC001264,2023-01-31,personal,Yes Bank,True,122,False
ACC005086,2022-06-22,personal,State Bank of India,False,29,False
ACC009675,2021-07-20,personal,Union Bank of India,False,20,False
ACC005835,2022-10-29,personal,Punjab National Bank,False,0,False
ACC005194,2021-07-04,personal,Union Bank of India,False,29,False
ACC004449,2020-07-27,personal,Union Bank of India,False,18,False
ACC004945,2020-01-27,personal,IDBI Bank,False,27,False
ACC004045,2021-02-08,personal,Axis Bank,False,0,False
ACC006503,2021-11-25,personal,Punjab National Bank,False,23,False
ACC003702,2020-07-10,personal,Canara Bank,False,28,False
ACC001035,2019-09-06,personal,Bank of India,False,16,False
ACC009256,2024-02-03,personal,HDFC Bank,False,9,False
ACC005590,2024-01-28,personal,IDBI Bank,False,13,False
ACC001228,2020-08-15,business,Union Bank of India,False,19,False
ACC009999,2024-12-22,personal,Axis Bank,False,1,True
ACC006811,2023-03-11,personal,Bank of Baroda,False,8,False
ACC005141,2022-07-16,personal,HDFC Bank,False,23,False
ACC000052,2024-02-04,personal,IDBI Bank,False,21,False
ACC009067,2021-06-23,personal,Union Bank of India,False,17,False
ACC008395,2020-06-24,personal,Kotak Mahindra Bank,False,30,False
ACC000159,2019-12-16,business,HDFC Bank,False,8,False
ACC007552,2022-03-29,personal,Canara Bank,False,6,False
ACC001587,2023-10-30,business,Yes Bank,False,9,False
ACC001589,2022-05-02,business,ICICI Bank,False,0,False
ACC009841,2024-12-29,personal,Bank of Baroda,False,2,True
ACC009328,2022-06-27,business,Federal Bank,False,21,False
ACC006930,2023-07-08,personal,Federal Bank,False,17,False
ACC006596,2021-03-09,personal,State Bank of India,True,136,False
ACC006174,2021-06-16,business,Axis Bank,False,29,False
ACC008098,2021-02-16,business,Bank of India,False,22,False
ACC003858,2020-06-25,personal,Yes Bank,False,22,False
ACC009814,2024-12-08,personal,Union Bank of India,False,3,True
